	author_id	username	author_followers	author_tweets	author_description	author_location	text	created_at	retweets	replies	likes	quote_count
0	14769495	KEBrightbill	10857	337414	"Sometimes writer | Precinct Committeeperson @DemocratManatee | #GatorNation 🐊 | Pronouns: Any, just be respectful🌈 | Opinions mine |

#GoBolts #GoBucs #RaysUp"	Florida, USA	@RobtNS Meanwhile, these are 4821 and 4822, which are really obviously not written by the original Q, and nothing more than existing paranoid talking points about Ukraine and China https://t.co/uFxhBoxdyS	2021-01-20 23:59:58+00:00	0	0	0	0
1	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@repubblica Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/paENUym81e"	2021-01-20 23:59:47+00:00	0	0	0	0
2	394169156	DocKamran	4365	4973	Psychiatrist | Writer | Founder | Punster		@karenleeren True. He was impeached earlier on over Ukraine but the Republicans gave him a pass. Hope they’ve learnt their lesson, don’t sell your soul to the devil.	2021-01-20 23:59:46+00:00	0	0	2	0
3	53526882	Goldie7419	6	506			The evidence on Hunter is on tape/video when Joe tells that he wouldn't give him the $billion he brought them (Ukraine) unless he fired the prosecutor investigation him.  They fired him and he left the billion. https://t.co/9LTuGg6z08	2021-01-20 23:59:44+00:00	0	0	0	0
4	913961632832868352	Robert91834782	1769	7752	Trump is my President#45🇺🇸.No Antifa/blm domestic terrorist organization. No sharia.Constitution 2nd Amendment 🔫NRA.I won’t buy a shirt or coin from twitter.	Northern California	@kaitlancollins @KateBennett_DC After what they did to President Trump I don’t blame him. Biden is a corrupt scandalous BASEMENT DWELLER who has dementia &amp; Biden said he is an expect on voter fraud. STOLEN ELECTION. He&amp;hunter received millions from the Ukraine &amp;communist China.	2021-01-20 23:59:12+00:00	0	0	0	0
5	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@billboard Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/rSz0VdcCRG"	2021-01-20 23:59:10+00:00	0	0	0	0
6	2338463929	VT_BornandBred	6246	13837	Vaccinated Dad/Husband Married 24 yrs Daughters rule! Vermonter Sports Food Outdoors Animals Humor #VoteBlue2024 #Equity #CSC #49ers #Sixers #Orioles	Vermont, USA	@PressSec How is the Administration going to handle countries like Russia and China with their desire to take over regions close to them? (Ukraine/Crimea) and (South China Sea) The USA does realize the Chinese constructed artificial islands!!! Thank you	2021-01-20 23:58:37+00:00	0	0	0	0
7	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@xiaojun1000 Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/LsngGbVoaH"	2021-01-20 23:58:34+00:00	0	0	0	0
8	2466732403	jacoblahey78	349	6942	"lives in Texas, OU,Bengals
#boomer #OUDNA #whodey"		"@GregAbbott_TX ""Guided by God"" more like guided by China and the Ukraine"	2021-01-20 23:58:26+00:00	4	5	88	0
9	15210800	daledamos	2404	116300	Freelance Journalist for Jewish Press; Blog at Elder of Ziyon; Blog as Daled Amos; On Eretz Yisrael, Medinat Yisrael & Am Yisrael. Retweets≠Endorsements.	USA	"@NSRoundtable @matthewldiamond Which Biden does Israel ""know""?
The one who tells stories about Golda?
Or the Biden who would apply the pressure on the Ukraine to support UN Resolution 2334 against Israel? https://t.co/yg1EGeGDxN"	2021-01-20 23:58:25+00:00	0	1	0	0
10	1315028740028731394	BlackieLamorea1	2383	31099	"FOR EVER ✝️CHRISTIAN Will LEAVE THIS EARTH A CHRISTIAN 🚂💨 MAGA 🇺🇲 YEARS 1309 Evil D vs Good R All Lives Matter  Our Lord and Savior 🙏🏻
JESUS CHRIST"	TRUMP LAND 🚂💨💨KAG AND MAGA	"IS that MAN doing STAND-UP COMEDY the MOST RIDICULOUS THING I've heard ALL DAY and I HEARD a LOT🤔#BidenCrimeFamilly #BidenNotMyPresident #impeachment for LYING ABOUT THE #LaptopFromHell &amp; Ukraine! POSTING! blm ANTIFA 
TERRORIST BAIL 
For INSURRECTIONIST against 
THE WHITE HOUSE https://t.co/g3G5Hg6mE2 https://t.co/AzRKMKH2mC"	2021-01-20 23:58:23+00:00	0	0	0	0
11	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@hiiipow3r3 @CryptoKoba Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/PsMZ6yfLtT"	2021-01-20 23:57:57+00:00	0	0	0	0
12	1869881834	james28720356	2	1590			@SunnySFC60 @JohnJHarwood Really? After the Steele dossier lies and the Russian bullshit the democrats pushed to impeach him and we need to deal with the facts and the truth? Come on man. I say let’s start the investigations where you’re news networks are hiding the truth. (Hunter laptop, Ukraine, China)	2021-01-20 23:57:54+00:00	0	0	0	0
13	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@smtm__LFC75 Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/1DQr49IdPu"	2021-01-20 23:57:20+00:00	0	0	0	0
14	2457262292	RaeWlrae	1192	57209	🇺🇸Trump Republican🇺🇸	USA	@T_S_P_O_O_K_Y @JohnJHarwood @JoeBiden Johnny forgets China Joe has a class A felony warrant out for him in the Ukraine? Something to do with a $1 billion bribe?	2021-01-20 23:57:07+00:00	0	0	0	0
15	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@AndrewFeinberg @VP @KamalaHarris @JoeBiden Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/EuODnwrode"	2021-01-20 23:56:43+00:00	0	0	0	0
16	1290799337526583296	don_jelinek	44	8232	Manufacturing manager	Nebraska, USA	@RepAdamSchiff Adam shift is nothing but a liar this person cannot be trusted https://t.co/wGFZqCCdcB	2021-01-20 23:56:37+00:00	0	0	0	0
17	845340559858282498	7777honestly	1184	65739	am a Christian, God first, family second, conservative patriot trump is my president	USA	he is not president and she is not VP stolen election, do you not realize the biden's dealings with ukraine and china !!  the election was stolen from the greatest president ever.  president trump.  biden is not my president ever !!! https://t.co/ixiTJWzZmk	2021-01-20 23:56:31+00:00	0	0	0	0
18	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@o_antagonista Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/LpzVpv14L6"	2021-01-20 23:56:06+00:00	0	0	0	0
19	1338558673711472645	MemeMommy4	351	3246	“I think you see my point, bigot, because unicorns.” IHODL/GTFO My financial opinion is not financial advice. MOTHER/DAUGHTER/SISTER/WIFE/AUTIST/Superduper vaxd		@Xett15 @JonPaula Objective truth bombs are fun! I have one. Biden is under investigation in Ukraine.	2021-01-20 23:55:43+00:00	0	1	0	0
20	1329060772056592386	TruthAndFactsW1	36	2554	Left social media years ago, came back, voicing (even though small :) against fake news, hate and violence. A little drop.. together, we can ....		@canby_c @mccaffreyr3 @biannagolodryga @gtconway3d @navalny Yes same tactics, all the people around trump (manafort) and how so sad in Georgia and Ukraine. Also interesting McCain was in there. Now i understand more why trumo hates him so much. Still, how much is GOP itself involved?	2021-01-20 23:55:30+00:00	0	2	1	0
21	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@TheRealAsswolf Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/gzjZKLxVrV"	2021-01-20 23:55:29+00:00	0	0	0	0
22	26230650	Devo01	7	138			Now that Trump is gone the media is without fodder. Maybe we will hear about Hunter's lap top and Joe's implications. I hope so. Because there is a national security issue if our president is in a compromised position. We already know f his quid pro quo issue with Ukraine.	2021-01-20 23:55:17+00:00	0	0	0	0
23	1052062920	Martineezze	3582	47990	"I am what I am, I don't filter.
I identify as a Beast of Bourbon
""Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric"""	Florida, USA	The sitting President of the United States of America has an Active, International Felony Warrant for his arrest, for the crimes of corruption in Ukraine. Let that sink in.	2021-01-20 23:54:56+00:00	0	0	4	0
24	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@thedailybeast Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/cqzfUqUCQI"	2021-01-20 23:54:52+00:00	0	0	0	0
25	3308131026	wdcollinsworth	997	40303	Proud Marine Dad	Oxford, OH	@beingrealmac @PaperPenPaint He had to find a way back to get the rest of his pay off from China &amp; Ukraine $$ he has hid in the basement	2021-01-20 23:54:49+00:00	0	1	0	0
26	745502754	jjcholden	59	1084	Disabled veteran!                          of 4 awesome kids we love snakes and own 4 out of 5 of the biggest snakes. we only need a anaconda to be complete!	Greenville NC	@Cassie_LeeG @mcintosh865 @enews @POTUS If you don’t vote for me your not black. So we know he is Racist. We also know he has lied about knowing about his son Hunter being under investigation! We know he lied about bribing Ukraine to fire the prosecutor. He has it on video telling the world his story about it.	2021-01-20 23:54:45+00:00	0	0	0	0
27	441465073	DD_USA_	1121	48515	🇺🇲🇺🇲🇺🇲🇺🇲		@RudyBrooks_ @cinpete78 @ShellyBellee @SamHeughan But not about Hunter's partner that met with Joe Biden and discussed their business in China. He turned over all his emails, texts, and documents to the FBI. Joe Biden is under investigation in Ukraine for getting the prosecutor fired who was to investigate his son. That's Joe!	2021-01-20 23:54:25+00:00	0	0	0	0
28	1317556176423444482	raystaples3	382	16295	Independence is freedom. Dependency is servitude. Capitalism makes. socialism takes.  America First Patriot. Veteran.	USA	@immick2u @MichaelSteele Actually our adversaries are celebrating. Russia invaded Ukraine while Obama-Biden was in power. Having an apology tour and kissing up to your enemies usually sends a message of weakness. Ahh those pesky Red lines. Expect Biden to be tested.. soon.	2021-01-20 23:54:24+00:00	0	0	0	0
29	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@ForestWhitaker Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/P0BzEDBCr6"	2021-01-20 23:54:16+00:00	0	0	0	0
30	801459212	WitzEnd1911	1043	11336	Fight to keep the Rights we have! Fight for Social & Economic Justice! Fight for a living wage!	New Haven, Connecticut	@paul_rey1 @JamieDMcDaniel1 @MeghanMcCain Send you a link?! Just Google Barisma, Hunter Biden, Obama Administration-Ukraine-Chief Prosecutor. Tons of articles by reputable journalists come up debunking ALL of Trump's allegations.  Send you a link?!  You have tunnel vision.  Study the topic.  Don't just be spoon-fed lies!	2021-01-20 23:54:14+00:00	0	1	0	0
31	2947477447	1c0ab08afd39454	509	13798	"mom, wife, grandma, patriot🇺🇸 He didn’t get the name “Bejing Biden” for nothing. 🤷🏽‍♀️
⭐I identify as vaccinated"	United States	"@kameilongwenwen @OmareeHarris @ChristianWalk1r Uh huh, yeah...the #BidenCrimeFamily still colluded with Ukraine and China.
#WhereIsHunter 
#BidenisCompromised"	2021-01-20 23:53:53+00:00	0	0	0	0
32	3045355541	mcgovern_bob	301	12929	Just here for the graffiti experience.	USA	@Breaking911 Well we know he’s not bashful about firing people he sees as a problem. If you can fire a prosecutor in Ukraine with no authority, to protect a crooked family member, then that power becomes something comfortable. It’s an old story with Tyrants. So is their ultimate fate.	2021-01-20 23:53:47+00:00	11	1	41	0
33	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@ABC7 Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/xClC2KCwAe"	2021-01-20 23:53:39+00:00	0	0	0	0
34	1913084556	incognito1819	78	2694		Your Face	@croninwhocares @kgoorabian Read beneath the headlines. Hunter Biden’s connections to business leaders in Ukraine and China created a “criminal financial, counterintelligence, and extortion concerns” and the investigations are still ongoing. No one has cleared him completely.	2021-01-20 23:53:04+00:00	0	0	0	0
35	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@cspan Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/YUks7jotKw"	2021-01-20 23:53:02+00:00	0	0	0	0
36	1083871332528545793	VargoVance	5	6384			@JoeBiden We need a special prosecutor to investigate the Hunter Biden and family business dealings with China , Russia and the Ukraine.  Unless you have something to hide?	2021-01-20 23:52:34+00:00	0	0	0	0
37	877255319239499776	hopcollin	579	94227			What else is gonna disappear Hillarie's 33k deleted e/mails, Anthony Wieners laptop story, Biden's Ukraine corruption, Biden's China corruption and the total undermining of President TRUMPS accomplishments! https://t.co/pd56AjAQod	2021-01-20 23:52:32+00:00	0	0	0	0
38	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@MattJonesRadio Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/Ozmq1MEr9C"	2021-01-20 23:52:25+00:00	0	0	0	0
39	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@AbbieDillen @Earthjustice @JoeBiden @VP Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/aQSXl1QmkP"	2021-01-20 23:51:48+00:00	0	0	0	0
40	1235980532212776960	fakefritzart	581	9322	"Fritz Chang | 26 | Illustrator and Comic Artist | Shop + L¡nks  https://t.co/4bSKpHpNo1

currently work on a new comic on my Patreon

🇪🇺"	Any pronouns	Thinking about her (the bus station in lviv, Ukraine)	2021-01-20 23:51:38+00:00	0	1	1	0
41	1320885802788966406	Rick24189161	2542	23993	Trump supporter annoying the left daily axe & knife throwing enthusiast. reimagining public executions.  Married 35 years MAGA	Austin, TX	@Tombstone1954 @kandy3342 Box him up and mail him off to Ukraine.  Don’t know. He just wandered off	2021-01-20 23:51:27+00:00	0	0	0	0
42	1347297130961137665	jgvillamizars	47	548			@Breaking911 And if a member of your team does fraudulent business with China or Ukraine, will you also fire him?	2021-01-20 23:51:18+00:00	0	0	0	0
43	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@KHOU Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/njXcGRf9BY"	2021-01-20 23:51:11+00:00	0	0	0	0
44	871831962809507841	Steel_Donkey	19219	45356	Immigrant 🇧🇧. Vietnam vet. Author. Educator. Blocked by @SteveKingIA! History, chess,🏏, baseball, b-ball. Loathe Trump! Follow back #Resist.	Massachusetts, USA	"Many in Buchanan thread placing Trump as NOT worst ever.

A criminal malignant narcissist who won election by collusion w/ adversary power &amp; extorted leader of Ukraine AND GA SoS to win reelection *might* arguably be not WORST.

Now throw in negligence causing &gt;400K deaths."	2021-01-20 23:51:10+00:00	4	3	11	0
45	533240837	mark_madel	76	7643	Art	Sol III, Orion Arm, Milky Way	"@Critica37978903 @lulaore @mtgreenee Here's an article from the Irish Times in 2016 showing the EU in celebration after Shokin was fired. You people are so gullible because you're so badly informed (&amp; lazy).

https://t.co/BzAhPtqMtm"	2021-01-20 23:51:08+00:00	0	0	0	0
46	151952692	Fieldkorn	344	32960	Retired staff News-Herald reporter. Columnist and writer for Ohio Outdoor News.		@BMeiselas @unigeek @EricTrump Yeah, hoping to become ambassador to the Ukraine..	2021-01-20 23:51:05+00:00	1	0	1	0
47	1140205355114192896	SwervnTV	5	12	I am old-school gamer who was a nerd before it was cool.		@DanCrenshawTX @DanCrenshawTX Joe Biden committed the federal crime of bribery (18 U.S.C Section 201(b)) with respect to the conduct of himself and his son in Ukraine. This should fall under high crimes and misdemeanors and ground for impeachment. Republicans must unite and remove him.	2021-01-20 23:50:57+00:00	0	0	0	0
48	533240837	mark_madel	76	7643	Art	Sol III, Orion Arm, Milky Way	"@Critica37978903 @lulaore @mtgreenee Christ, the idiocy. Here's an article from 2015 showing Shokin &amp; the PGO being slammed by the US Ambassador (&amp; the UK) for stymieing efforts to seize the owner of Burisma's assets (Zlochevskiy). The OPPOSITE of what you're claiming.

https://t.co/XgPkhyCVLq"	2021-01-20 23:50:44+00:00	0	1	1	0
49	729117701663277059	Shabulouschic	771	21852	Retired, previous business owner, Wardrobe Tech		@TheLeoTerrell Question; Hillary, Biden, Obama in de classified docs are proven to have started Russia gate and Biden's dealings with Ukraine compromised his position, is no one going to do anything? No arrests? Is it all going to be ignored? Seriously?	2021-01-20 23:50:41+00:00	0	0	0	0
50	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@tomiahonen @POTUS @FLOTUS @senatemajldr Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/T8HHiNI1U6"	2021-01-20 23:50:35+00:00	0	0	0	0
51	1349720752724058114	BrianCu18448509	46	12133			@farbeyondsandor Thank you for thinking I’m frustrated , Ukraine isn’t done their investigation, but I’m talking more about the crackheads investments. Ya I agree he didn’t do anything bad by being on the board. Now back to China	2021-01-20 23:50:31+00:00	0	1	0	0
52	92546328	lodewijkhof	2237	150392	#Conservatieve, #Libertarian, #Israel, #Jew, #nomad, #investing, #podcast, #prepper, #food #offshore #vlog QR weigeraar	Where the fun and profits are	"I'm now listening to the @RPLibertyReport about that what happen bed in Ukraine.

The staff is happy,. I'm afraid."	2021-01-20 23:50:13+00:00	0	0	0	0
53	43290837	AbsoluteKaty	7478	52506	Mom first. Savage woman into #RetroGames, #RetroCulture & teaching my little girl to appreciate both. #Pureblood - faith in God - proud American!! 🇺🇸 💯🙏🕹️	Daytona Beach, FL	@sethboothroyd no no, there's nothing to see here. keep quiet. definitely don't look at all those recently declassified documents tying the big guy to foreign corruption and influence in ukraine and chyna.	2021-01-20 23:50:00+00:00	0	1	4	0
54	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@JoaquinTeixeira Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/AXKRYeSYvN"	2021-01-20 23:49:58+00:00	0	0	0	0
55	2947477447	1c0ab08afd39454	509	13798	"mom, wife, grandma, patriot🇺🇸 He didn’t get the name “Bejing Biden” for nothing. 🤷🏽‍♀️
⭐I identify as vaccinated"	United States	"@AdamInHTownTX @kylegriffin1 And the #BidenCrimeFamily still colluded with Ukraine and China.
#WhereIsHunter 
#BidenisCompromised"	2021-01-20 23:49:46+00:00	0	0	0	0
56	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@_chrisgarcia Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/LEFEhonVVF"	2021-01-20 23:49:21+00:00	0	0	0	0
57	956341430858891266	PaulDelano72	3393	110418	20 Year Vet of USAF, bleed Red, White & Blue! Facts Matter! Joined to help POTUS save our great nation #MAGA #WoundedWarriors #Trump2024		"@Breaking911 We know...we say what you did in Ukraine to benefit your family and enrich yourself!

Perfectly clear!"	2021-01-20 23:49:09+00:00	0	0	0	0
58	4614714401	QuatrainGleam	3235	64500	"Pro-Human

@QuatrainGleam is now on Post, https://t.co/58oL4iOEYv, and Mastodon"	Silicon Valley	"@joshtpm How lucky we are that our geopolitical enemies did not really understand how vulnerable and incapable of response we have been during the past 4 years due to a weak and craven government.
(Invasion of Taiwan, Invasion of Baltics or Ukraine, Indo-Pak war, etc.)"	2021-01-20 23:49:00+00:00	0	0	5	0
59	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@elpais_america Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/Ke7oIRNXcO"	2021-01-20 23:48:44+00:00	0	0	0	0
60	794376557703950336	america_sue	911	32210			Ukraine confirms Biden Corruption in Press Conference https://t.co/FnQH74Lumj	2021-01-20 23:48:41+00:00	1	1	1	0
61	1339743744719990784	SergeantFirstC6	664	2569	I'm a retired US Army Veteran. 24 1/2 years defending the United States. Now my wife and I have a farm with Horses, Goats and Lots of Chickens.		For real collusion with China and Russia, for Quid Pro Quo to Ukraine, the Big Guy taking Millions from China. https://t.co/WyK7WfOw24	2021-01-20 23:48:29+00:00	0	0	0	0
62	2947477447	1c0ab08afd39454	509	13798	"mom, wife, grandma, patriot🇺🇸 He didn’t get the name “Bejing Biden” for nothing. 🤷🏽‍♀️
⭐I identify as vaccinated"	United States	"@JohnJHarwood The #BidenCrimeFamily still colluded with Ukraine and China.
#WhereIsHunter 
#BidenisCompromised"	2021-01-20 23:48:21+00:00	0	0	0	0
63	780545837185150976	gntschnzer	4912	44810	✝️ CA refugee seeking asylum in Ohio. 65 #UnVaxxed #UnTested #Uninfected #MAGA retired Navy Deep State, 2nd gen career Navy wife 💕 God, my dogs & my family	USA	on National TV. I remember how you and your Democratic Party tried to impeach my President Trump over a Ukraine phone call. You accused my President Trump of pay to play. Come to find out Joe, it was really you and your son Hunter.	2021-01-20 23:48:16+00:00	30	1	135	0
64	129375589	Kislingtwits	678	147912	I am all about the information superhighway. Writer. Podcaster. General layabout. He/Him.	Everywhere you want to be	"Had to get something out of my dad's workshop. Some talk radio jag-off was talking about how people perceive the two parties. He whined about how people think the GOP is racist and then went on to bitch that Dems are self-dealers like ""Biden in Ukraine."""	2021-01-20 23:48:10+00:00	0	1	0	0
65	1276190084098859011	subjectio_relay	21	129871	#subjectio exposes the working of propaganda and geopolitical reality in 🇺🇦 🇲🇩 🇧🇾  🇧🇦 🇲🇪 🇲🇰 🇽🇰  🇷🇸		"@DevinPandy Subjectio’s video-interviews give a voice to local actors in Belarus, Ukraine, Transnistria, North-Macedonia, Kosovo, Montenegro, Bosnia and Herzegovina:

https://t.co/2iUiNIhymg

@subjectio2020 #subjectio https://t.co/dRdVKRLweU"	2021-01-20 23:48:07+00:00	0	0	0	0
66	1080217793411334144	OG_Mkhedari	1099	57781	"An elder millennial with nothing but contempt for authority from the Republic of Georgia in the Caucasus. #NAFO #Zionist

მე მხედარი, ასულის სიონის და ეგრისის."	Zurich/Tbilisi	"@InTheLionsDen_ Yes, he is alive. It is the alcoholic Yeltsin who died.

However my take is still this here:

No, Biden should help fragile democracies in the post-soviet-realm such as Ukraine to fight off Russian aggression."	2021-01-20 23:47:47+00:00	0	1	2	0
67	933510857476231170	RobbieeeT41	8	224		Griffin, GA	@seanhannity SLEEPY UKRAINE JOE WILL GO DOWN IN HISTORY AS THE WORST PRESIDENT EVER FIRST DAY HE IS ALREADY DESTROYING THE COUNTRY'S ECONOMY.	2021-01-20 23:47:45+00:00	0	0	1	0
68	1406568462	AuthorIanCrouse	1617	13427	Present day novel details how our government is under attack by domestic enemies. #BlackFlag on sale now. Cajun, 5* Chef, I FOLLOW BACK Desert Storm Veteran	North Central Arkansas	@AlgarRhythm @Blunticus @cenkuygur I remember now. But I didn’t remember who it was with. It was a well done fight. No questions asked.  The best I’ve seen. Right down to 30K troops. It’s been a crazy ride. Well done. But do I Think there is more?  Yes. Maybe not with trump but the crap with Ukraine.	2021-01-20 23:47:38+00:00	0	0	0	0
